idx,cluster
12960,14
12961,13
12962,15
12963,0
12964,3
12965,15
12966,12
12967,11
12968,4
12969,9
12970,7
12971,3
12972,8
12973,16
12974,2
12975,10
12976,16
12977,5
12978,0
12979,13
12980,8
12981,9
12982,16
12983,11
12984,1
12985,2
12986,12
12987,8
12988,14
12989,3
12990,3
12991,5
12992,10
12993,12
12994,1
12995,15
12996,13
12997,9
12998,0
12999,10
13000,6
13001,2
13002,11
13003,7
13004,14
13005,13
13006,1
13007,9
13008,9
13009,9
13010,14
13011,13
13012,10
13013,5
13014,12
13015,14
13016,0
13017,3
13018,11
13019,0
13020,3
13021,4
13022,3
13023,7
13024,12
13025,2
13026,6
13027,13
13028,16
13029,16
13030,12
13031,16
13032,6
13033,5
13034,2
13035,10
13036,3
13037,5
13038,7
13039,13
13040,16
13041,16
13042,15
13043,16
13044,3
13045,6
13046,15
13047,3
13048,11
13049,5
13050,3
13051,16
13052,2
13053,3
13054,12
13055,15
13056,5
13057,12
13058,16
13059,2
13060,8
13061,9
13062,8
13063,8
13064,13
13065,15
13066,6
13067,11
13068,13
13069,3
13070,12
13071,16
13072,9
13073,16
13074,10
13075,16
13076,10
13077,4
13078,11
13079,1
13080,3
13081,14
13082,6
13083,6
13084,16
13085,10
13086,12
13087,3
13088,13
13089,5
13090,14
13091,8
13092,14
13093,11
13094,8
13095,2
13096,13
13097,1
13098,8
13099,12
13100,12
13101,14
13102,9
13103,0
13104,15
13105,12
13106,16
13107,7
13108,15
13109,13
13110,4
13111,8
13112,15
13113,5
13114,16
13115,15
13116,10
13117,3
13118,2
13119,8
13120,11
13121,4
13122,5
13123,13
13124,14
13125,3
13126,16
13127,0
13128,3
13129,8
13130,15
13131,15
13132,1
13133,3
13134,0
13135,9
13136,3
13137,14
13138,4
13139,12
13140,4
13141,3
13142,5
13143,16
13144,3
13145,2
13146,3
13147,16
13148,1
13149,0
13150,3
13151,15
13152,7
13153,3
13154,14
13155,6
13156,14
13157,16
13158,16
13159,4
13160,13
13161,16
13162,11
13163,3
13164,14
13165,0
13166,2
13167,6
13168,3
13169,14
13170,6
13171,3
13172,0
13173,14
13174,10
13175,16
13176,13
13177,12
13178,15
13179,0
13180,2
13181,0
13182,16
13183,4
13184,12
13185,12
13186,6
13187,15
13188,12
13189,16
13190,6
13191,9
13192,6
13193,9
13194,15
13195,13
13196,3
13197,16
13198,15
13199,2
13200,3
13201,6
13202,16
13203,2
13204,4
13205,16
13206,0
13207,9
13208,16
13209,4
13210,11
13211,13
13212,9
13213,13
13214,12
13215,15
13216,4
13217,3
13218,15
13219,1
13220,10
13221,9
13222,9
13223,3
13224,1
13225,11
13226,9
13227,14
13228,12
13229,12
13230,13
13231,2
13232,9
13233,16
13234,5
13235,7
13236,5
13237,15
13238,12
13239,0
13240,3
13241,2
13242,16
13243,15
13244,1
13245,12
13246,10
13247,6
13248,0
13249,3
13250,15
13251,3
13252,11
13253,4
13254,13
13255,12
13256,12
13257,14
13258,2
13259,16
13260,14
13261,14
13262,6
13263,5
13264,5
13265,6
13266,14
13267,15
13268,11
13269,6
13270,15
13271,13
13272,11
13273,4
13274,15
13275,3
13276,9
13277,11
13278,5
13279,10
13280,5
13281,1
13282,11
13283,5
13284,3
13285,1
13286,3
13287,16
13288,6
13289,11
13290,3
13291,14
13292,12
13293,16
13294,16
13295,1
13296,14
13297,3
13298,13
13299,1
13300,9
13301,16
13302,8
13303,6
13304,1
13305,3
13306,3
13307,7
13308,4
13309,8
13310,3
13311,15
13312,9
13313,11
13314,2
13315,12
13316,9
13317,3
13318,3
13319,3
13320,13
13321,12
13322,9
13323,1
13324,3
13325,10
13326,10
13327,3
13328,16
13329,9
13330,1
13331,3
13332,9
13333,3
13334,3
13335,5
13336,16
13337,3
13338,14
13339,2
13340,14
13341,12
13342,10
13343,15
13344,0
13345,14
13346,10
13347,6
13348,1
13349,15
13350,15
13351,0
13352,9
13353,10
13354,10
13355,15
13356,5
13357,3
13358,13
13359,5
13360,13
13361,16
13362,9
13363,10
13364,7
13365,10
13366,9
13367,13
13368,12
13369,12
13370,12
13371,2
13372,10
13373,12
13374,0
13375,1
13376,16
13377,3
13378,3
13379,1
13380,15
13381,12
13382,12
13383,16
13384,6
13385,10
13386,10
13387,3
13388,13
13389,1
13390,6
13391,13
13392,11
13393,6
13394,11
13395,10
13396,10
13397,9
13398,9
13399,9
13400,12
13401,10
13402,14
13403,11
13404,2
13405,2
13406,14
13407,6
13408,16
13409,15
13410,15
13411,13
13412,8
13413,3
13414,5
13415,14
13416,10
13417,10
13418,7
13419,10
13420,7
13421,7
13422,12
13423,5
13424,15
13425,10
13426,16
13427,13
13428,11
13429,16
13430,10
13431,16
13432,15
13433,14
13434,16
13435,15
13436,6
13437,14
13438,16
13439,4
13440,15
13441,16
13442,13
13443,3
13444,8
13445,12
13446,12
13447,16
13448,8
13449,16
13450,9
13451,14
13452,8
13453,3
13454,16
13455,9
13456,1
13457,7
13458,3
13459,9
13460,9
13461,9
13462,13
13463,15
13464,16
13465,5
13466,6
13467,15
13468,0
13469,4
13470,3
13471,12
13472,8
13473,12
13474,12
13475,16
13476,12
13477,2
13478,11
13479,15
13480,14
13481,16
13482,6
13483,15
13484,15
13485,3
13486,10
13487,5
13488,15
13489,15
13490,3
13491,12
13492,8
13493,3
13494,10
13495,11
13496,15
13497,9
13498,9
13499,14
13500,2
13501,1
13502,9
13503,8
13504,6
13505,16
13506,0
13507,15
13508,12
13509,16
13510,5
13511,16
13512,13
13513,3
13514,11
13515,3
13516,4
13517,11
13518,8
13519,5
13520,14
13521,2
13522,16
13523,1
13524,3
13525,5
13526,8
13527,2
13528,11
13529,12
13530,9
13531,12
13532,6
13533,4
13534,16
13535,4
13536,11
13537,10
13538,16
13539,15
13540,6
13541,12
13542,5
13543,11
13544,11
13545,15
13546,10
13547,6
13548,2
13549,16
13550,12
13551,13
13552,5
13553,12
13554,15
13555,10
13556,1
13557,2
13558,12
13559,1
13560,3
13561,4
13562,3
13563,0
13564,15
13565,2
13566,5
13567,3
13568,3
13569,15
13570,12
13571,3
13572,6
13573,13
13574,12
13575,12
13576,11
13577,10
13578,3
13579,3
13580,3
13581,14
13582,16
13583,12
13584,9
13585,15
13586,10
13587,12
13588,16
13589,12
13590,12
13591,4
13592,16
13593,9
13594,12
13595,14
13596,12
13597,12
13598,16
13599,10
13600,13
13601,15
13602,9
13603,3
13604,16
13605,9
13606,0
13607,3
13608,14
13609,2
13610,11
13611,11
13612,5
13613,14
13614,5
13615,3
13616,12
13617,15
13618,6
13619,13
13620,9
13621,13
13622,5
13623,10
13624,15
13625,10
13626,3
13627,9
13628,2
13629,10
13630,11
13631,10
13632,16
13633,16
13634,16
13635,5
13636,9
13637,1
13638,9
13639,12
13640,3
13641,5
13642,4
13643,3
13644,11
13645,13
13646,14
13647,16
13648,3
13649,3
13650,11
13651,12
13652,7
13653,1
13654,6
13655,16
13656,11
13657,0
13658,4
13659,14
13660,9
13661,1
13662,14
13663,4
13664,12
13665,15
13666,11
13667,13
13668,15
13669,0
13670,9
13671,16
13672,3
13673,16
13674,2
13675,6
13676,8
13677,10
13678,0
13679,3
13680,0
13681,0
13682,6
13683,2
13684,0
13685,9
13686,7
13687,3
13688,3
13689,0
13690,2
13691,12
13692,4
13693,0
13694,6
13695,0
13696,10
13697,6
13698,13
13699,3
13700,11
13701,0
13702,16
13703,15
13704,3
13705,9
13706,12
13707,14
13708,8
13709,10
13710,5
13711,3
13712,15
13713,3
13714,13
13715,8
13716,9
13717,9
13718,12
13719,16
13720,16
13721,16
13722,5
13723,13
13724,15
13725,15
13726,5
13727,15
13728,7
13729,0
13730,1
13731,11
13732,9
13733,6
13734,3
13735,13
13736,3
13737,14
13738,12
13739,1
13740,14
13741,16
13742,5
13743,12
13744,11
13745,15
13746,1
13747,10
13748,6
13749,12
13750,3
13751,13
13752,16
13753,10
13754,3
13755,9
13756,2
13757,12
13758,10
13759,1
13760,16
13761,3
13762,16
13763,12
13764,16
13765,0
13766,11
13767,13
13768,12
13769,13
13770,3
13771,12
13772,10
13773,1
13774,3
13775,5
13776,8
13777,10
13778,2
13779,5
13780,4
13781,2
13782,15
13783,11
13784,16
13785,0
13786,4
13787,10
13788,16
13789,12
13790,12
13791,6
13792,8
13793,12
13794,1
13795,16
13796,10
13797,10
13798,10
13799,14
13800,14
13801,4
13802,16
13803,7
13804,16
13805,2
13806,15
13807,3
13808,16
13809,12
13810,9
13811,15
13812,15
13813,10
13814,7
13815,13
13816,3
13817,16
13818,2
13819,6
13820,3
13821,12
13822,11
13823,1
13824,1
13825,14
13826,1
13827,15
13828,10
13829,14
13830,7
13831,16
13832,2
13833,1
13834,6
13835,6
13836,8
13837,5
13838,7
13839,12
13840,3
13841,16
13842,16
13843,4
13844,3
13845,10
13846,16
13847,9
13848,15
13849,13
13850,5
13851,3
13852,8
13853,10
13854,12
13855,5
13856,9
13857,16
13858,10
13859,13
13860,12
13861,16
13862,16
13863,1
13864,10
13865,3
13866,13
13867,10
13868,13
13869,11
13870,6
13871,16
13872,1
13873,15
13874,3
13875,12
13876,3
13877,6
13878,16
13879,4
13880,15
13881,16
13882,12
13883,9
13884,9
13885,13
13886,6
13887,12
13888,15
13889,5
13890,15
13891,2
13892,10
13893,8
13894,12
13895,6
13896,2
13897,3
13898,8
13899,0
13900,11
13901,5
13902,0
13903,11
13904,8
13905,4
13906,10
13907,2
13908,10
13909,0
13910,14
13911,10
13912,14
13913,10
13914,12
13915,3
13916,4
13917,3
13918,3
13919,16
13920,15
13921,6
13922,14
13923,16
13924,8
13925,5
13926,0
13927,16
13928,3
13929,11
13930,3
13931,2
13932,3
13933,13
13934,2
13935,12
13936,10
13937,5
13938,15
13939,9
13940,4
13941,5
13942,12
13943,14
13944,10
13945,12
13946,12
13947,3
13948,0
13949,15
13950,15
13951,3
13952,9
13953,12
13954,14
13955,14
13956,12
13957,12
13958,5
13959,8
13960,12
13961,9
13962,14
13963,5
13964,4
13965,9
13966,7
13967,10
13968,14
13969,10
13970,15
13971,11
13972,4
13973,3
13974,4
13975,9
13976,14
13977,11
13978,15
13979,3
13980,12
13981,6
13982,6
13983,16
13984,9
13985,12
13986,5
13987,6
13988,5
13989,0
13990,6
13991,6
13992,2
13993,4
13994,10
13995,3
13996,12
13997,6
13998,15
13999,16
14000,14
14001,16
14002,14
14003,10
14004,5
14005,3
14006,7
14007,6
14008,14
14009,0
14010,14
14011,16
14012,16
14013,6
14014,5
14015,16
14016,15
14017,6
14018,4
14019,0
14020,4
14021,3
14022,5
14023,3
14024,13
14025,9
14026,4
14027,7
14028,15
14029,10
14030,11
14031,2
14032,10
14033,10
14034,11
14035,2
14036,9
14037,14
14038,4
14039,9
14040,11
14041,16
14042,3
14043,5
14044,3
14045,13
14046,9
14047,3
14048,13
14049,15
14050,16
14051,14
14052,8
14053,14
14054,13
14055,0
14056,10
14057,3
14058,11
14059,15
14060,15
14061,5
14062,13
14063,3
14064,15
14065,2
14066,5
14067,0
14068,2
14069,9
14070,4
14071,13
14072,5
14073,0
14074,8
14075,15
14076,6
14077,12
14078,15
14079,3
14080,12
14081,12
14082,4
14083,15
14084,1
14085,12
14086,3
14087,7
14088,13
14089,16
14090,8
14091,0
14092,5
14093,13
14094,5
14095,5
14096,7
14097,1
14098,2
14099,13
14100,9
14101,11
14102,1
14103,10
14104,12
14105,12
14106,5
14107,15
14108,12
14109,1
14110,15
14111,16
14112,12
14113,15
14114,5
14115,9
14116,15
14117,16
14118,15
14119,3
14120,5
14121,11
14122,11
14123,5
14124,6
14125,9
14126,12
14127,14
14128,8
14129,3
14130,8
14131,15
14132,1
14133,5
14134,16
14135,12
14136,14
14137,16
14138,3
14139,9
14140,15
14141,9
14142,0
14143,12
14144,0
14145,12
14146,14
14147,5
14148,5
14149,16
14150,8
14151,12
14152,14
14153,14
14154,3
14155,8
14156,12
14157,8
14158,15
14159,11
14160,6
14161,9
14162,6
14163,2
14164,13
14165,12
14166,13
14167,6
14168,16
14169,13
14170,13
14171,3
14172,11
14173,15
14174,12
14175,7
14176,16
14177,5
14178,8
14179,9
14180,9
14181,9
14182,9
14183,13
14184,1
14185,1
14186,8
14187,10
14188,6
14189,0
14190,10
14191,16
14192,9
14193,0
14194,15
14195,11
14196,5
14197,9
14198,6
14199,10
14200,16
14201,4
14202,15
14203,16
14204,6
14205,11
14206,9
14207,16
14208,12
14209,3
14210,12
14211,14
14212,11
14213,13
14214,5
14215,13
14216,6
14217,11
14218,3
14219,13
14220,0
14221,12
14222,3
14223,15
14224,13
14225,7
14226,16
14227,11
14228,3
14229,8
14230,15
14231,15
14232,3
14233,2
14234,16
14235,1
14236,2
14237,16
14238,15
14239,8
14240,11
14241,15
14242,1
14243,13
14244,16
14245,4
14246,12
14247,10
14248,14
14249,0
14250,9
14251,16
14252,10
14253,15
14254,14
14255,0
14256,6
14257,3
14258,3
14259,4
14260,15
14261,8
14262,1
14263,3
14264,15
14265,12
14266,16
14267,16
14268,3
14269,3
14270,15
14271,12
14272,3
14273,12
14274,16
14275,13
14276,5
14277,0
14278,0
14279,4
14280,3
14281,3
14282,0
14283,16
14284,12
14285,3
14286,16
14287,12
14288,3
14289,7
14290,3
14291,3
14292,1
14293,9
14294,16
14295,7
14296,2
14297,13
14298,9
14299,15
14300,6
14301,10
14302,12
14303,16
14304,9
14305,12
14306,4
14307,1
14308,10
14309,1
14310,10
14311,10
14312,2
14313,5
14314,9
14315,12
14316,16
14317,16
14318,3
14319,4
14320,5
14321,15
14322,0
14323,15
14324,10
14325,14
14326,2
14327,13
14328,16
14329,12
14330,11
14331,4
14332,7
14333,16
14334,8
14335,2
14336,3
14337,12
14338,1
14339,9
14340,16
14341,16
14342,15
14343,12
14344,6
14345,9
14346,6
14347,3
14348,4
14349,3
14350,15
14351,6
14352,9
14353,11
14354,9
14355,12
14356,12
14357,12
14358,2
14359,4
14360,9
14361,15
14362,3
14363,16
14364,3
14365,10
14366,13
14367,3
14368,14
14369,7
14370,11
14371,4
14372,13
14373,2
14374,9
14375,0
14376,1
14377,9
14378,16
14379,11
14380,15
14381,5
14382,1
14383,6
14384,0
14385,16
14386,6
14387,10
14388,10
14389,7
14390,9
14391,10
14392,11
14393,5
14394,3
14395,4
14396,14
14397,2
14398,3
14399,12
14400,9
14401,0
14402,13
14403,15
14404,12
14405,10
14406,9
14407,10
14408,7
14409,12
14410,15
14411,10
14412,3
14413,10
14414,3
14415,0
14416,13
14417,11
14418,16
14419,12
14420,13
14421,3
14422,5
14423,8
14424,8
14425,9
14426,6
14427,3
14428,5
14429,0
14430,8
14431,12
14432,1
14433,14
14434,14
14435,15
14436,2
14437,11
14438,2
14439,6
14440,2
14441,14
14442,12
14443,8
14444,9
14445,2
14446,15
14447,16
14448,3
14449,9
14450,9
14451,15
14452,5
14453,12
14454,3
14455,5
14456,16
14457,10
14458,15
14459,12
14460,16
14461,6
14462,3
14463,9
14464,16
14465,3
14466,6
14467,5
14468,13
14469,11
14470,13
14471,9
14472,0
14473,5
14474,1
14475,16
14476,9
14477,16
14478,10
14479,9
14480,15
14481,4
14482,0
14483,15
14484,1
14485,3
14486,16
14487,15
14488,7
14489,3
14490,15
14491,16
14492,13
14493,0
14494,1
14495,11
14496,15
14497,10
14498,9
14499,2
14500,12
14501,16
14502,9
14503,2
14504,15
14505,14
14506,10
14507,8
14508,9
14509,10
14510,8
14511,9
14512,0
14513,3
14514,4
14515,4
14516,10
14517,12
14518,15
14519,16
14520,12
14521,14
14522,4
14523,8
14524,14
14525,5
14526,9
14527,16
14528,10
14529,13
14530,16
14531,2
14532,9
14533,2
14534,15
14535,5
14536,8
14537,2
14538,9
14539,13
14540,3
14541,1
14542,15
14543,16
14544,9
14545,9
14546,9
14547,13
14548,4
14549,9
14550,9
14551,9
14552,16
14553,0
14554,9
14555,16
14556,0
14557,10
14558,10
14559,12
14560,7
14561,15
14562,10
14563,9
14564,9
14565,4
14566,15
14567,15
14568,16
14569,6
14570,12
14571,14
14572,15
14573,2
14574,9
14575,11
14576,10
14577,7
14578,11
14579,16
14580,15
14581,11
14582,3
14583,11
14584,9
14585,13
14586,15
14587,6
14588,7
14589,16
14590,12
14591,0
14592,3
14593,7
14594,13
14595,5
14596,5
14597,14
14598,11
14599,0
14600,12
14601,12
14602,10
14603,7
14604,13
14605,15
14606,0
14607,16
14608,4
14609,10
14610,6
14611,4
14612,15
14613,10
14614,15
14615,4
14616,4
14617,15
14618,16
14619,11
14620,15
14621,11
14622,7
14623,9
14624,9
14625,6
14626,15
14627,13
14628,12
14629,1
14630,3
14631,6
14632,6
14633,15
14634,11
14635,7
14636,9
14637,0
14638,15
14639,5
14640,5
14641,4
14642,11
14643,6
14644,15
14645,13
14646,1
14647,16
14648,11
14649,15
14650,15
14651,9
14652,3
14653,8
14654,14
14655,12
14656,10
14657,12
14658,0
14659,5
14660,12
14661,3
14662,11
14663,15
14664,11
14665,5
14666,13
14667,13
14668,6
14669,15
14670,9
14671,5
14672,11
14673,0
14674,10
14675,11
14676,11
14677,16
14678,6
14679,9
14680,6
14681,9
14682,1
14683,14
14684,6
14685,9
14686,11
14687,1
14688,2
14689,12
14690,14
14691,12
14692,6
14693,7
14694,6
14695,9
14696,13
14697,7
14698,9
14699,15
14700,3
14701,16
14702,16
14703,5
14704,4
14705,12
14706,3
14707,6
14708,13
14709,4
14710,3
14711,8
14712,6
14713,10
14714,16
14715,16
14716,3
14717,16
14718,4
14719,15
14720,14
14721,12
14722,12
14723,15
14724,13
14725,3
14726,16
14727,6
14728,3
14729,15
14730,16
14731,12
14732,13
14733,4
14734,6
14735,1
14736,15
14737,6
14738,3
14739,13
14740,15
14741,4
14742,13
14743,9
14744,1
14745,11
14746,11
14747,14
14748,13
14749,9
14750,3
14751,8
14752,16
14753,12
14754,3
14755,16
14756,4
14757,3
14758,2
14759,15
14760,6
14761,15
14762,8
14763,13
14764,5
14765,9
14766,9
14767,16
14768,9
14769,12
14770,3
14771,7
14772,2
14773,4
14774,16
14775,3
14776,4
14777,16
14778,12
14779,0
14780,1
14781,12
14782,2
14783,5
14784,11
14785,12
14786,8
14787,15
14788,12
14789,3
14790,6
14791,6
14792,6
14793,2
14794,15
14795,5
14796,12
14797,12
14798,11
14799,8
14800,9
14801,11
14802,14
14803,9
14804,16
14805,12
14806,6
14807,3
14808,13
14809,8
14810,12
14811,6
14812,3
14813,16
14814,16
14815,12
14816,9
14817,10
14818,15
14819,12
14820,3
14821,16
14822,15
14823,16
14824,5
14825,3
14826,0
14827,6
14828,6
14829,2
14830,13
14831,15
14832,16
14833,10
14834,9
14835,15
14836,1
14837,11
14838,3
14839,2
14840,14
14841,10
14842,2
14843,11
14844,8
14845,2
14846,3
14847,9
14848,12
14849,4
14850,16
14851,9
14852,6
14853,8
14854,16
14855,13
14856,3
14857,11
14858,2
14859,5
14860,9
14861,16
14862,9
14863,5
14864,10
14865,15
14866,7
14867,16
14868,10
14869,2
14870,9
14871,16
14872,10
14873,12
14874,16
14875,15
14876,12
14877,2
14878,3
14879,12
14880,5
14881,9
14882,1
14883,4
14884,9
14885,12
14886,8
14887,16
14888,15
14889,7
14890,4
14891,10
14892,1
14893,13
14894,0
14895,6
14896,4
14897,9
14898,15
14899,15
14900,15
14901,0
14902,7
14903,2
14904,4
14905,3
14906,0
14907,6
14908,16
14909,5
14910,15
14911,1
14912,5
14913,16
14914,16
14915,6
14916,10
14917,15
14918,9
14919,16
14920,8
14921,10
14922,14
14923,3
14924,12
14925,12
14926,10
14927,13
14928,12
14929,13
14930,2
14931,3
14932,15
14933,4
14934,15
14935,14
14936,5
14937,16
14938,5
14939,10
14940,11
14941,9
14942,6
14943,15
14944,3
14945,5
14946,1
14947,12
14948,0
14949,0
14950,14
14951,12
14952,3
14953,16
14954,10
14955,6
14956,9
14957,15
14958,14
14959,8
14960,13
14961,16
14962,9
14963,11
14964,16
14965,3
14966,15
14967,2
14968,10
14969,6
14970,9
14971,0
14972,15
14973,8
14974,9
14975,1
14976,7
14977,15
14978,15
14979,12
14980,1
14981,16
14982,3
14983,14
14984,7
14985,3
14986,0
14987,3
14988,14
14989,2
14990,9
14991,3
14992,9
14993,14
14994,3
14995,9
14996,15
14997,10
14998,12
14999,15
15000,0
15001,13
15002,11
15003,2
15004,3
15005,15
15006,2
15007,3
15008,9
15009,13
15010,16
15011,11
15012,1
15013,3
15014,1
15015,3
15016,8
15017,5
15018,12
15019,11
15020,14
15021,1
15022,3
15023,13
15024,15
15025,5
15026,9
15027,2
15028,8
15029,12
15030,13
15031,1
15032,8
15033,9
15034,6
15035,16
15036,3
15037,12
15038,0
15039,15
15040,12
15041,2
15042,9
15043,16
15044,12
15045,12
15046,10
15047,15
15048,11
15049,10
15050,8
15051,16
15052,6
15053,15
15054,13
15055,1
15056,10
15057,13
15058,10
15059,1
15060,3
15061,16
15062,16
15063,15
15064,3
15065,1
15066,10
15067,14
15068,3
15069,7
15070,4
15071,11
15072,16
15073,3
15074,0
15075,3
15076,6
15077,0
15078,10
15079,14
15080,14
15081,14
15082,14
15083,3
15084,16
15085,7
15086,3
15087,10
15088,12
15089,12
15090,6
15091,10
15092,0
15093,3
15094,9
15095,12
15096,3
15097,10
15098,0
15099,0
15100,12
15101,10
15102,11
15103,10
15104,4
15105,14
15106,14
15107,9
15108,13
15109,1
15110,13
15111,4
15112,11
15113,12
15114,15
15115,9
15116,0
15117,5
15118,12
15119,13
15120,15
15121,15
15122,9
15123,14
15124,16
15125,6
15126,4
15127,16
15128,15
15129,2
15130,16
15131,3
15132,8
15133,3
15134,12
15135,3
15136,9
15137,3
15138,6
15139,14
15140,14
15141,9
15142,12
15143,3
15144,16
15145,1
15146,4
15147,14
15148,15
15149,1
15150,11
15151,12
15152,8
15153,10
15154,14
15155,7
15156,16
15157,12
15158,16
15159,13
15160,6
15161,0
15162,4
15163,16
15164,5
15165,10
15166,10
15167,12
15168,7
15169,14
15170,0
15171,15
15172,12
15173,1
15174,10
15175,3
15176,5
15177,9
15178,12
15179,16
15180,9
15181,6
15182,15
15183,14
15184,16
15185,12
15186,3
15187,8
15188,13
15189,12
15190,2
15191,3
15192,12
15193,1
15194,12
15195,8
15196,6
15197,11
15198,6
15199,0
15200,10
15201,6
15202,8
15203,1
15204,10
15205,3
15206,14
15207,1
15208,1
15209,6
15210,5
15211,5
15212,14
15213,15
15214,9
15215,10
15216,3
15217,11
15218,9
15219,0
15220,13
15221,7
15222,3
15223,1
15224,15
15225,13
15226,8
15227,14
15228,13
15229,14
15230,12
15231,5
15232,2
15233,9
15234,10
15235,0
15236,13
15237,9
15238,3
15239,16
15240,12
15241,8
15242,7
15243,10
15244,9
15245,16
15246,15
15247,16
15248,16
15249,8
15250,9
15251,12
15252,15
15253,6
15254,6
15255,15
15256,15
15257,1
15258,16
15259,3
15260,12
15261,2
15262,14
15263,7
15264,9
15265,14
15266,0
15267,3
15268,3
15269,1
15270,11
15271,6
15272,9
15273,16
15274,0
15275,11
15276,4
15277,12
15278,12
15279,16
15280,12
15281,10
15282,1
15283,11
15284,15
15285,8
15286,16
15287,15
15288,9
15289,1
15290,6
15291,3
15292,16
15293,2
15294,12
15295,2
15296,16
15297,0
15298,10
15299,4
15300,12
15301,10
15302,2
15303,14
15304,10
15305,8
15306,0
15307,13
15308,5
15309,16
15310,1
15311,6
15312,16
15313,6
15314,6
15315,3
15316,10
15317,14
15318,7
15319,11
15320,15
15321,9
15322,15
15323,11
15324,6
15325,1
15326,8
15327,3
15328,11
15329,14
15330,9
15331,16
15332,0
15333,16
15334,15
15335,15
15336,9
15337,16
15338,1
15339,10
15340,16
15341,3
15342,15
15343,9
15344,9
15345,3
15346,0
15347,2
15348,8
15349,0
15350,15
15351,2
15352,2
15353,0
15354,11
15355,12
15356,5
15357,6
15358,1
15359,16
15360,1
15361,6
15362,16
15363,13
15364,16
15365,3
15366,5
15367,11
15368,14
15369,13
15370,16
15371,0
15372,12
15373,11
15374,7
15375,5
15376,12
15377,11
15378,15
15379,15
15380,2
15381,4
15382,5
15383,3
15384,3
15385,10
15386,13
15387,9
15388,7
15389,3
15390,3
15391,15
15392,10
15393,1
15394,12
15395,14
15396,13
15397,1
15398,13
15399,12
15400,9
15401,0
15402,9
15403,8
15404,1
15405,0
15406,0
15407,12
15408,16
15409,14
15410,5
15411,5
15412,15
15413,1
15414,2
15415,3
15416,0
15417,9
15418,16
15419,12
15420,14
15421,6
15422,4
15423,15
15424,15
15425,13
15426,9
15427,14
15428,3
15429,4
15430,14
15431,3
15432,9
15433,12
15434,16
15435,5
15436,8
15437,13
15438,6
15439,16
15440,2
15441,8
15442,2
15443,14
15444,15
15445,12
15446,16
15447,6
15448,11
15449,9
15450,16
15451,0
15452,1
15453,0
15454,10
15455,9
15456,10
15457,8
15458,9
15459,7
15460,3
15461,0
15462,0
15463,12
15464,3
15465,8
15466,16
15467,5
15468,15
15469,3
15470,3
15471,12
15472,0
15473,12
15474,3
15475,14
15476,0
15477,3
15478,9
15479,12
15480,6
15481,6
15482,14
15483,9
15484,3
15485,10
15486,6
15487,12
15488,10
15489,13
15490,9
15491,15
15492,9
15493,15
15494,15
15495,8
15496,3
15497,9
15498,8
15499,1
15500,13
15501,9
15502,13
15503,13
15504,5
15505,8
15506,11
15507,5
15508,3
15509,3
15510,15
15511,15
15512,9
15513,13
15514,7
15515,13
15516,15
15517,3
15518,13
15519,7
15520,6
15521,3
15522,15
15523,16
15524,14
15525,16
15526,0
15527,11
15528,0
15529,8
15530,9
15531,1
15532,11
15533,3
15534,5
15535,12
15536,11
15537,4
15538,16
15539,15
15540,10
15541,2
15542,16
15543,8
15544,13
15545,11
15546,3
15547,13
15548,15
15549,14
15550,6
15551,4
15552,11
15553,1
15554,11
15555,14
15556,3
15557,5
15558,12
15559,1
15560,1
15561,5
15562,5
15563,11
15564,9
15565,12
15566,2
15567,10
15568,12
15569,2
15570,4
15571,6
15572,12
15573,16
15574,7
15575,15
15576,9
15577,3
15578,1
15579,15
15580,0
15581,4
15582,6
15583,12
15584,5
15585,5
15586,15
15587,10
15588,1
15589,0
15590,10
15591,9
15592,3
15593,3
15594,10
15595,11
15596,6
15597,16
15598,5
15599,5
15600,15
15601,0
15602,1
15603,16
15604,15
15605,3
15606,9
15607,15
15608,1
15609,7
15610,4
15611,14
15612,6
15613,8
15614,1
15615,12
15616,0
15617,14
15618,3
15619,3
15620,2
15621,14
15622,7
15623,10
15624,12
15625,2
15626,11
15627,0
15628,5
15629,3
15630,6
15631,11
15632,12
15633,14
15634,9
15635,9
15636,5
15637,15
15638,10
15639,9
15640,9
15641,3
15642,5
15643,15
15644,10
15645,16
15646,1
15647,16
15648,5
15649,15
15650,12
15651,9
15652,2
15653,10
15654,9
15655,15
15656,8
15657,3
15658,4
15659,15
15660,13
15661,10
15662,15
15663,11
15664,13
15665,6
15666,10
15667,15
15668,14
15669,11
15670,12
15671,3
15672,4
15673,3
15674,6
15675,0
15676,5
15677,15
15678,10
15679,16
15680,14
15681,12
15682,10
15683,12
15684,14
15685,2
15686,8
15687,13
15688,14
15689,16
15690,1
15691,13
15692,7
15693,10
15694,5
15695,4
15696,3
15697,11
15698,7
15699,16
15700,1
15701,9
15702,10
15703,12
15704,6
15705,12
15706,3
15707,9
15708,7
15709,0
15710,15
15711,6
15712,3
15713,16
15714,9
15715,15
15716,0
15717,1
15718,3
15719,6
15720,13
15721,8
15722,16
15723,12
15724,15
15725,10
15726,6
15727,0
15728,10
15729,12
15730,13
15731,12
15732,9
15733,14
15734,15
15735,1
15736,10
15737,14
15738,10
15739,13
15740,12
15741,0
15742,6
15743,11
15744,3
15745,3
15746,14
15747,16
15748,16
15749,16
15750,11
15751,13
15752,13
15753,15
15754,3
15755,3
15756,7
15757,9
